_input,_num,_widgetName,_source,_resultNumber,_pageUrl,teams,score,odds,result,logo
,414,coversWithOT,coversWithOT,414,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883145.html,OKC; DAL,107; 112,210.5; -2,Over: 219; Cover: +3,Over: 219; Cover: +3
,415,coversWithOT,coversWithOT,415,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883148.html,PHO; LAL,116; 107,-5; 216.5,Cover: +4; Over: 223,Cover: +4; Over: 223
,416,coversWithOT,coversWithOT,416,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883096.html,PHO; WAS,104; 92,5.5; 205.5,Cover: +17.5; Under: 196,Cover: +17.5; Under: 196
,417,coversWithOT,coversWithOT,417,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883092.html,LAL; SAC,101; 108,7; 206.5,Push; Over: 209,Push; Over: 209
,418,coversWithOT,coversWithOT,418,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883090.html,NY; TOR,108; 118,12.5; 196.5,Cover: +2.5; Over: 226,Cover: +2.5; Over: 226
,419,coversWithOT,coversWithOT,419,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883097.html,IND; MIN,100; 96,-3.5; 195,Cover: +0.5; Over: 196,Cover: +0.5; Over: 196
,420,coversWithOT,coversWithOT,420,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883091.html,MEM; CLE,91; 105,196.5; -4.5,Under: 196; Cover: +9.5,Under: 196; Cover: +9.5
,421,coversWithOT,coversWithOT,421,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883147.html,TOR; DEN,116; 102,-2.5; 214,Cover: +11.5; Over: 218,Cover: +11.5; Over: 218
,422,coversWithOT,coversWithOT,422,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883098.html,NO; OKC,101; 99,7; 201,Cover: +9; Under: 200,Cover: +9; Under: 200
,423,coversWithOT,coversWithOT,423,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883144.html,HOU; SA,106; 110,199.5; -1.5,Over: 216; Cover: +2.5,Over: 216; Cover: +2.5
,424,coversWithOT,coversWithOT,424,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883063.html,UTA; MIA,105; 87,3.5; 189.5,Cover: +21.5; Over: 192,Cover: +21.5; Over: 192
,425,coversWithOT,coversWithOT,425,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883066.html,MIL; POR,97; 104,10; 202,Cover: +3; Under: 201,Cover: +3; Under: 201
,426,coversWithOT,coversWithOT,426,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883065.html,MEM; SA,,117; 116,,3; 191.5
,427,coversWithOT,coversWithOT,427,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883068.html,HOU; DEN,,115; 111,,-3; 204
,428,coversWithOT,coversWithOT,428,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883060.html,ATL; CLE,127; 98,6.5; 201,Cover: +35.5; Over: 225,Cover: +35.5; Over: 225
,429,coversWithOT,coversWithOT,429,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883059.html,PHO; CHAR,111; 106,-2.5; 201.5,Cover: +2.5; Over: 217,Cover: +2.5; Over: 217
,430,coversWithOT,coversWithOT,430,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883061.html,ORL; BOS,92; 109,200; -3.5,Over: 201; Cover: +13.5,Over: 201; Cover: +13.5
,431,coversWithOT,coversWithOT,431,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883064.html,BK; TOR,89; 105,198.5; -12.5,Under: 194; Cover: +3.5,Under: 194; Cover: +3.5
,432,coversWithOT,coversWithOT,432,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883067.html,IND; LAC,100; 102,11; 202,Cover: +9; Push,Cover: +9; Push
,433,coversWithOT,coversWithOT,433,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883141.html,NY; SAC,,129; 135,,6; 202.5
,434,coversWithOT,coversWithOT,434,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883035.html,MEM; PHI,,120; 115,,191.5; 10
,435,coversWithOT,coversWithOT,435,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2013-2014/boxscore865196.html,IND; NY,86; 92,192; 1.5,Under: 178; Cover: +7.5,Under: 178; Cover: +7.5
,436,coversWithOT,coversWithOT,436,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore882765.html,MEM; OKC,91; 89,181.5; 7,Under: 180; Cover: +5,Under: 180; Cover: +5
,437,coversWithOT,coversWithOT,437,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore882997.html,PHO; LAC,,120; 121,,7.5; 216
,438,coversWithOT,coversWithOT,438,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2013-2014/boxscore864906.html,CHI; PHO,101; 92,7.5; 192.5,Cover: +16.5; Over: 193,Cover: +16.5; Over: 193
,439,coversWithOT,coversWithOT,439,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2013-2014/boxscore865203.html,WAS; POR,103; 116,206; -5.5,Over: 219; Cover: +7.5,Over: 219; Cover: +7.5
,440,coversWithOT,coversWithOT,440,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore882873.html,POR; BOS,94; 88,-4.5; 209.5,Cover: +1.5; Under: 182,Cover: +1.5; Under: 182
,441,coversWithOT,coversWithOT,441,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore882821.html,BK; POR,87; 97,204.5; -2.5,Under: 184; Cover: +7.5,Under: 184; Cover: +7.5
,442,coversWithOT,coversWithOT,442,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore882742.html,CLE; POR,82; 101,207; 2.5,Under: 183; Cover: +21.5,Under: 183; Cover: +21.5
,443,coversWithOT,coversWithOT,443,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883306.html,OKC; MIA,94; 86,-7.5; 200.5,Cover: +0.5; Under: 180,Cover: +0.5; Under: 180
,444,coversWithOT,coversWithOT,444,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883139.html,ATL; MIL,90; 85,-4.5; 203.5,Cover: +0.5; Under: 175,Cover: +0.5; Under: 175
,445,coversWithOT,coversWithOT,445,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883140.html,PHI; UTA,71; 88,197; -10,Under: 159; Cover: +7,Under: 159; Cover: +7
,446,coversWithOT,coversWithOT,446,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883136.html,MEM; MIA,103; 95,-3.5; 189.5,Cover: +4.5; Over: 198,Cover: +4.5; Over: 198
,447,coversWithOT,coversWithOT,447,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883134.html,ORL; CHAR,102; 94,6; 188.5,Cover: +14; Over: 196,Cover: +14; Over: 196
,448,coversWithOT,coversWithOT,448,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883135.html,BOS; WAS,88; 101,205; -9.5,Under: 189; Cover: +3.5,Under: 189; Cover: +3.5
,449,coversWithOT,coversWithOT,449,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883142.html,MIN; GS,97; 110,18.5; 216,Cover: +5.5; Under: 207,Cover: +5.5; Under: 207
,450,coversWithOT,coversWithOT,450,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883138.html,IND; BK,110; 85,2.5; 191,Cover: +27.5; Over: 195,Cover: +27.5; Over: 195
,451,coversWithOT,coversWithOT,451,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883137.html,NO; CHI,100; 107,10; 201,Cover: +3; Over: 207,Cover: +3; Over: 207
,452,coversWithOT,coversWithOT,452,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883133.html,TOR; LAC,110; 98,4.5; 214,Cover: +16.5; Under: 208,Cover: +16.5; Under: 208
,453,coversWithOT,coversWithOT,453,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2013-2014/boxscore865191.html,CHI; PHI,102; 94,195; 13,Over: 196; Cover: +5,Over: 196; Cover: +5
,454,coversWithOT,coversWithOT,454,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2013-2014/boxscore865199.html,ORL; PHO,93; 109,211; -12,Under: 202; Cover: +4,Under: 202; Cover: +4
,455,coversWithOT,coversWithOT,455,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2013-2014/boxscore865197.html,MIN; DAL,,123; 122,,5; 210
,456,coversWithOT,coversWithOT,456,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2013-2014/boxscore865195.html,TOR; NO,107; 100,-2.5; 194,Cover: +4.5; Over: 207,Cover: +4.5; Over: 207
,457,coversWithOT,coversWithOT,457,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2013-2014/boxscore865193.html,CHAR; BK,99; 104,6.5; 193,Cover: +1.5; Over: 203,Cover: +1.5; Over: 203
,458,coversWithOT,coversWithOT,458,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2013-2014/boxscore865198.html,DET; DEN,109; 118,217; -6,Over: 227; Cover: +3,Over: 227; Cover: +3
,459,coversWithOT,coversWithOT,459,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2013-2014/boxscore865194.html,UTA; MEM,86; 96,11.5; 187.5,Cover: +1.5; Under: 182,Cover: +1.5; Under: 182
,460,coversWithOT,coversWithOT,460,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2013-2014/boxscore865192.html,MIA; BOS,96; 101,195; 4.5,Over: 197; Cover: +9.5,Over: 197; Cover: +9.5
,461,coversWithOT,coversWithOT,461,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2013-2014/boxscore865200.html,SA; LAL,125; 109,-13; 220,Cover: +3; Over: 234,Cover: +3; Over: 234
,462,coversWithOT,coversWithOT,462,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883030.html,GS; DAL,105; 98,1; 217,Cover: +8; Under: 203,Cover: +8; Under: 203
,463,coversWithOT,coversWithOT,463,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883031.html,BK; CHAR,114; 87,4; 189.5,Cover: +31; Over: 201,Cover: +31; Over: 201
,464,coversWithOT,coversWithOT,464,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883037.html,DET; SAC,95; 90,5; 195,Cover: +10; Under: 185,Cover: +10; Under: 185
,465,coversWithOT,coversWithOT,465,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883032.html,POR; IND,95; 85,-5; 192.5,Cover: +5; Under: 180,Cover: +5; Under: 180
,466,coversWithOT,coversWithOT,466,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883034.html,LAC; MIL,106; 111,210; 6,Over: 217; Cover: +11,Over: 217; Cover: +11
,467,coversWithOT,coversWithOT,467,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883033.html,ATL; ORL,99; 100,194.5; 3,Over: 199; Cover: +4,Over: 199; Cover: +4
,468,coversWithOT,coversWithOT,468,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883036.html,DEN; HOU,96; 108,206; -6.5,Under: 204; Cover: +5.5,Under: 204; Cover: +5.5
,469,coversWithOT,coversWithOT,469,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore882761.html,IND; BOS,98; 101,5.5; 191,Cover: +2.5; Over: 199,Cover: +2.5; Over: 199
,470,coversWithOT,coversWithOT,470,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore882767.html,DAL; UTA,105; 82,-3; 205.5,Cover: +20; Under: 187,Cover: +20; Under: 187
,471,coversWithOT,coversWithOT,471,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore882759.html,MIN; ORL,,103; 112,,203.5; 4
,472,coversWithOT,coversWithOT,472,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore882764.html,WAS; TOR,84; 103,195.5; -4,Under: 187; Cover: +15,Under: 187; Cover: +15
,473,coversWithOT,coversWithOT,473,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore882760.html,CHI; PHI,118; 115,189.5; 10,Over: 233; Cover: +7,Over: 233; Cover: +7
,474,coversWithOT,coversWithOT,474,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore882758.html,ATL; CHAR,,119; 122,,194; -1.5
,475,coversWithOT,coversWithOT,475,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore882762.html,NY; BK,99; 110,192.5; -6,Over: 209; Cover: +5,Over: 209; Cover: +5
,476,coversWithOT,coversWithOT,476,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore882768.html,CLE; DEN,110; 101,-5; 211,Cover: +4; Push,Cover: +4; Push
,477,coversWithOT,coversWithOT,477,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore882763.html,MIL; DET,95; 98,4.5; 194.5,Cover: +1.5; Under: 193,Cover: +1.5; Under: 193
,478,coversWithOT,coversWithOT,478,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore882766.html,SAC; PHO,,114; 112,,5; 209
,479,coversWithOT,coversWithOT,479,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2013-2014/boxscore864905.html,LAL; MIN,99; 109,10.5; 217,Cover: +0.5; Under: 208,Cover: +0.5; Under: 208
,480,coversWithOT,coversWithOT,480,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2013-2014/boxscore864904.html,IND; ATL,89; 85,-3; 200,Cover: +1; Under: 174,Cover: +1; Under: 174
,481,coversWithOT,coversWithOT,481,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2013-2014/boxscore864907.html,CHAR; GS,91; 75,10.5; 200,Cover: +26.5; Under: 166,Cover: +26.5; Under: 166
,482,coversWithOT,coversWithOT,482,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore882993.html,CLE; BK,110; 88,-8; 196.5,Cover: +14; Over: 198,Cover: +14; Over: 198
,483,coversWithOT,coversWithOT,483,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore882991.html,ATL; IND,108; 92,1; 194,Cover: +17; Over: 200,Cover: +17; Over: 200
,484,coversWithOT,coversWithOT,484,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore882995.html,GS; MIN,102; 86,-14.5; 213,Cover: +1.5; Under: 188,Cover: +1.5; Under: 188
,485,coversWithOT,coversWithOT,485,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore882994.html,DEN; TOR,,107; 112,,10; 214
,486,coversWithOT,coversWithOT,486,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore882996.html,UTA; SAC,92; 101,197; -5,Under: 193; Cover: +4,Under: 193; Cover: +4
,487,coversWithOT,coversWithOT,487,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore882992.html,BOS; WAS,,132; 133,,9; 204.5
,488,coversWithOT,coversWithOT,488,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2013-2014/boxscore865201.html,OKC; CLE,102; 95,201; 9.5,Under: 197; Cover: +2.5,Under: 197; Cover: +2.5
,489,coversWithOT,coversWithOT,489,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2013-2014/boxscore865202.html,MIN; HOU,106; 129,215.5; -7.5,Over: 235; Cover: +15.5,Over: 235; Cover: +15.5
,490,coversWithOT,coversWithOT,490,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2013-2014/boxscore865204.html,MIL; GS,110; 115,12.5; 206,Cover: +7.5; Over: 225,Cover: +7.5; Over: 225
,491,coversWithOT,coversWithOT,491,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore882872.html,LAC; MEM,91; 107,198; -2,Push; Cover: +14,Push; Cover: +14
,492,coversWithOT,coversWithOT,492,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore882875.html,GS; OKC,91; 86,197; 8,Under: 177; Cover: +3,Under: 177; Cover: +3
,493,coversWithOT,coversWithOT,493,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore882876.html,DEN; LAL,,101; 94,,-1.5; 221
,494,coversWithOT,coversWithOT,494,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore882874.html,CHAR; MIA,93; 94,1; 185.5,Push; Over: 187,Push; Over: 187
,495,coversWithOT,coversWithOT,495,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore882823.html,CHAR; GS,87; 112,201; -11,Under: 199; Cover: +14,Under: 199; Cover: +14
,496,coversWithOT,coversWithOT,496,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore882820.html,MIN; DAL,117; 131,210.5; -11.5,Over: 248; Cover: +2.5,Over: 248; Cover: +2.5
,497,coversWithOT,coversWithOT,497,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore882822.html,SA; SAC,91; 94,196; 1.5,Under: 185; Cover: +4.5,Under: 185; Cover: +4.5
,498,coversWithOT,coversWithOT,498,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore882817.html,UTA; TOR,93; 111,201.5; -11.5,Over: 204; Cover: +6.5,Over: 204; Cover: +6.5
,499,coversWithOT,coversWithOT,499,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore882816.html,ATL; CLE,94; 127,208.5; -7,Over: 221; Cover: +26,Over: 221; Cover: +26
,500,coversWithOT,coversWithOT,500,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore882818.html,IND; CHI,99; 90,9; 180.5,Cover: +18; Over: 189,Cover: +18; Over: 189
,501,coversWithOT,coversWithOT,501,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore882815.html,ORL; WAS,93; 98,9; 194.5,Cover: +4; Under: 191,Cover: +4; Under: 191
,502,coversWithOT,coversWithOT,502,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore882824.html,PHO; LAC,107; 120,210.5; -7,Over: 227; Cover: +6,Over: 227; Cover: +6
,503,coversWithOT,coversWithOT,503,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore882819.html,DET; MEM,88; 95,9.5; 186,Cover: +2.5; Under: 183,Cover: +2.5; Under: 183
,504,coversWithOT,coversWithOT,504,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore882739.html,WAS; NY,98; 83,-1.5; 191,Cover: +13.5; Under: 181,Cover: +13.5; Under: 181
,505,coversWithOT,coversWithOT,505,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore882741.html,ORL; CHI,90; 98,10; 189,Cover: +2; Under: 188,Cover: +2; Under: 188
,506,coversWithOT,coversWithOT,506,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore882935.html,CHAR; NO,91; 100,190; -4,Over: 191; Cover: +5,Over: 191; Cover: +5
,507,coversWithOT,coversWithOT,507,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore882740.html,OKC; TOR,88; 100,192; -11.5,Under: 188; Cover: +0.5,Under: 188; Cover: +0.5
,508,coversWithOT,coversWithOT,508,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore882738.html,HOU; MIA,108; 91,2.5; 205,Cover: +19.5; Under: 199,Cover: +19.5; Under: 199
,509,coversWithOT,coversWithOT,509,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore882743.html,PHO; LAL,112; 106,-6; 212.5,Push; Over: 218,Push; Over: 218
,510,coversWithOT,coversWithOT,510,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore882737.html,MIL; IND,87; 81,4; 193,Cover: +10; Under: 168,Cover: +10; Under: 168
,511,coversWithOT,coversWithOT,511,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883307.html,SA; DEN,109; 99,-8.5; 204,Cover: +1.5; Over: 208,Cover: +1.5; Over: 208
,512,coversWithOT,coversWithOT,512,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883153.html,WAS; HOU,104; 103,3.5; 200,Cover: +4.5; Over: 207,Cover: +4.5; Over: 207
,513,coversWithOT,coversWithOT,513,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore882968.html,DEN; WAS,89; 119,208; -4.5,Push; Cover: +25.5,Push; Cover: +25.5
,514,coversWithOT,coversWithOT,514,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883154.html,UTA; LAC,97; 101,12; 202.5,Cover: +8; Under: 198,Cover: +8; Under: 198
,515,coversWithOT,coversWithOT,515,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883150.html,CHI; IND,92; 90,193.5; 4.5,Under: 182; Cover: +2.5,Under: 182; Cover: +2.5
,516,coversWithOT,coversWithOT,516,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883151.html,SAC; BK,99; 107,204; -1,Over: 206; Cover: +7,Over: 206; Cover: +7
,517,coversWithOT,coversWithOT,517,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883152.html,ORL; MIA,102; 101,5.5; 189.5,Cover: +6.5; Over: 203,Cover: +6.5; Over: 203
,518,coversWithOT,coversWithOT,518,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883149.html,MIL; CHAR,,104; 94,,3; 198.5
,519,coversWithOT,coversWithOT,519,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore882973.html,HOU; MIN,,114; 112,,205; 7
,520,coversWithOT,coversWithOT,520,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore882972.html,SA; MEM,107; 101,1; 191,Cover: +7; Over: 208,Cover: +7; Over: 208
,521,coversWithOT,coversWithOT,521,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore882975.html,MIA; MIL,85; 109,195.5; 1.5,Under: 194; Cover: +25.5,Under: 194; Cover: +25.5
,522,coversWithOT,coversWithOT,522,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore882977.html,IND; SAC,,101; 102,,3; 191
,523,coversWithOT,coversWithOT,523,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore882966.html,NY; CHAR,102; 103,4.5; 190,Cover: +3.5; Over: 205,Cover: +3.5; Over: 205
,524,coversWithOT,coversWithOT,524,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore882974.html,PHO; DAL,118; 106,5.5; 216,Cover: +17.5; Over: 224,Cover: +17.5; Over: 224
,525,coversWithOT,coversWithOT,525,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore882967.html,OKC; PHI,103; 91,199.5; 13.5,Under: 194; Cover: +1.5,Under: 194; Cover: +1.5
,526,coversWithOT,coversWithOT,526,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore882971.html,CLE; TOR,105; 91,4.5; 209.5,Cover: +18.5; Under: 196,Cover: +18.5; Under: 196
,527,coversWithOT,coversWithOT,527,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore882976.html,ORL; UTA,98; 93,5; 191.5,Cover: +10; Under: 191,Cover: +10; Under: 191
,528,coversWithOT,coversWithOT,528,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore882970.html,ATL; BK,98; 75,-1; 201,Cover: +22; Under: 173,Cover: +22; Under: 173
,529,coversWithOT,coversWithOT,529,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore882969.html,LAL; BOS,96; 113,219; -3,Under: 209; Cover: +14,Under: 209; Cover: +14
,530,coversWithOT,coversWithOT,530,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2013-2014/boxscore864839.html,ATL; OKC,109; 111,10; 204,Cover: +8; Over: 220,Cover: +8; Over: 220
,531,coversWithOT,coversWithOT,531,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883016.html,CLE; OKC,94; 103,202; -7.5,Under: 197; Cover: +1.5,Under: 197; Cover: +1.5
,532,coversWithOT,coversWithOT,532,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2013-2014/boxscore864835.html,PHO; PHI,124; 113,-5; 213.5,Cover: +6; Over: 237,Cover: +6; Over: 237
,533,coversWithOT,coversWithOT,533,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2013-2014/boxscore864840.html,SAC; UTA,99; 106,7; 205,Push; Push,Push; Push
,534,coversWithOT,coversWithOT,534,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2013-2014/boxscore864838.html,LAC; MIL,114; 86,-10; 203.5,Cover: +18; Under: 200,Cover: +18; Under: 200
,535,coversWithOT,coversWithOT,535,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2013-2014/boxscore864837.html,MIN; CHI,95; 86,-4.5; 197,Cover: +4.5; Under: 181,Cover: +4.5; Under: 181
,536,coversWithOT,coversWithOT,536,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2013-2014/boxscore864836.html,TOR; BK,104; 103,4; 190.5,Cover: +5; Over: 207,Cover: +5; Over: 207
